time,b_g,b_g_std,b_s,b_s_std,b_m,b_m_std
1987-03-31,,,,,,
1987-06-30,33.80631306132365,30.683346872387016,0.85655508608931419,46.8573939742531,71.830511584938733,28.501763086671435
1987-09-30,29.42542138174074,36.283322001154509,-0.37882447200996699,50.511755334671619,71.078921859512704,29.176980158518205
1987-12-31,-19.007400674630532,36.554724221819178,-0.68321008044360121,42.22458039507994,71.564603880800618,16.642586211219811
1988-03-31,-10.775153119265644,38.533637941640322,-0.28023692979240378,44.443259619384243,71.339376132003224,19.427061411098304
1988-06-30,35.260874452023202,35.249994576504974,0.11207472434199471,51.628541859596275,67.969441983342804,30.713498151022389
1988-09-30,27.270672721107754,37.514457108144939,-0.88895812047882716,50.308060969584069,68.471570209845694,27.059923542315708
1988-12-31,-17.352563043541544,37.895840131947914,-0.61868575202280396,43.504991897215817,67.016335514155884,16.136438731788463
1989-03-31,-7.4842633048457019,40.5692743943371,-0.56807950751558223,45.181570827377548,67.644512843456653,20.642864660918967
1989-06-30,34.806064631151692,35.546836889601281,-0.71407772871298414,49.149367639299037,66.398371945313386,29.455421623757715
1989-09-30,28.202831772661856,37.964412200762141,-0.77114683321813116,49.427576408080711,69.559840237369201,27.79403380485493
1989-12-31,-17.039739758939383,36.041408124213469,0.027437867229140541,40.005421444092995,68.454713543586251,20.069521201260716
1990-03-31,-9.3740795708508209,35.995379270808954,-0.21242164806672073,39.407838409606185,68.650337061694529,21.774605300380429
1990-06-30,35.277052002286453,37.140667247962028,0.36492214464733558,51.443500943980752,65.936334073945986,30.242908684981781
1990-09-30,27.351612012766601,36.575094614553912,-0.51646237786932359,48.639200021467829,67.878256603276228,26.902142629001627
1990-12-31,-19.482068247697388,33.486759889168489,1.0061888120261842,36.919464606648127,71.722614245193355,16.398518856281278
1991-03-31,-11.032658528325333,34.382360609844355,0.23256057317389486,37.1259663233201,68.538846620478409,17.625820993165252
1991-06-30,37.848420755600145,39.167607269833169,-0.83465444419082424,53.731819226942854,67.355071420746299,33.278145619955374
1991-09-30,31.197749531794514,43.305224605388574,0.83550080529613835,56.299300545484648,67.843367483092109,31.619903457410125
1991-12-31,-15.628420690372149,39.791545011497796,0.82431476399668546,42.283398009235427,69.230344096414584,23.4205912306291
1992-03-31,-10.020516652544883,34.906693280557469,1.0852938395190608,37.629962400185249,70.667458782390199,24.228581090919036
1992-06-30,33.136544977716504,32.6400753219432,0.74502205221447504,44.505611695860217,70.953996564261175,29.969524718954073
1992-09-30,28.206521206029176,33.189339284878777,0.9102851632921275,42.706907531018267,74.409526998999965,28.867170608333325
1992-12-31,-20.536408884477002,30.094566883441829,2.4826377792765246,32.37064137046282,70.521130687281371,19.175480519601724
1993-03-31,-10.050449869730441,33.551739256622632,1.202612817353278,34.018893838166044,73.49204463231726,22.449473546488068
1993-06-30,,,,,,
1993-09-30,,,,,,
1993-12-31,,,,,,
1994-03-31,,,,,,
1994-06-30,,,,,,
1994-09-30,,,,,,
1994-12-31,,,,,,
1995-03-31,,,,,,
1995-06-30,,,,,,
1995-09-30,,,,,,
1995-12-31,,,,,,
1996-03-31,,,,,,
1996-06-30,,,,,,
1996-09-30,,,,,,
