time,b_g,b_g_std,b_s,b_s_std,b_m,b_m_std
2010-01-31,,,,,,
2010-04-30,1.6768375739996946,29.760191729676187,-0.10779489024012627,33.283448422831022,86.145613156840241,18.283026537429581
2010-07-31,40.953012311787525,24.155233113797024,-1.2455320310551958,38.30344249959311,81.730134132124107,23.948724863653489
2010-10-31,8.2057346802830171,30.53534147616875,-0.53278340511170497,34.853011696806853,87.319502108373243,19.132882304582719
2011-01-31,,,,,,
2011-04-30,,,,,,
2011-07-31,,,,,,
2011-10-31,,,,,,
2012-01-31,,,,,,
2012-04-30,,,,,,
2012-07-31,,,,,,
2012-10-31,-9.7771629692840971,33.720233845797488,-0.36497048757359346,41.075731036009493,85.99090687786672,16.658564080202964
2013-01-31,,,,,,
2013-04-30,,,,,,
2013-07-31,,,,,,
2013-10-31,,,,,,
2014-01-31,,,,,,
2014-04-30,,,,,,
2014-07-31,,,,,,
2014-10-31,,,,,,
2015-01-31,,,,,,
2015-04-30,,,,,,
2015-07-31,43.855991094458751,23.323703370717805,-1.1950050760687092,39.539879738162625,81.051996372308608,27.441152037646599
2015-10-31,,,,,,
2016-01-31,,,,,,
2016-04-30,,,,,,
2016-07-31,42.267211937255105,25.625913166566448,-2.0939879419077512,40.739794590037498,78.892546806799629,27.445994624909375
2016-10-31,13.05137931864671,32.91847795305253,-0.029837122023861049,38.228979806291363,84.344051137572393,23.103248248697351
2017-01-31,,,,,,
2017-04-30,,,,,,
2017-07-31,,,,,,
2017-10-31,,,,,,
2018-01-31,,,,,,
2018-04-30,2.2084700903053673,29.804088735049916,-0.4772756523179193,32.673552790055716,88.839143325191117,19.88271299942523
2018-07-31,41.549999212818776,22.918254192172974,-2.0755635089741311,37.482587350846387,82.525133967532454,24.935802187646615
2018-10-31,9.6273620387226888,30.739407622912896,-0.16068976698389417,35.149310287604848,89.635714475956334,21.216404869956428
2019-01-31,-33.170147781759923,22.954211813258826,0.31890971941131468,27.963758206076037,84.732258254654226,13.618053149780778
2019-04-30,1.8370778775017047,28.464502213200024,-0.69751496969648441,31.807601561557078,86.472204827893478,18.292044768479318
2019-07-31,40.98515929728913,21.902169987612208,-2.1115809992882024,35.858389677500519,82.402203319856184,23.992516539049415
2019-10-31,9.5670436621820674,29.994980235601524,0.172657705171611,34.044611205236549,88.463138453494622,20.279074739169072
2020-01-31,-34.181565302074759,22.114068420103425,0.59307767104954956,27.379462672039359,86.569430070104886,12.955913319526337
2020-04-30,,,,,,
