time,b_g,b_g_std,b_s,b_s_std,b_m,b_m_std
1984-05-31,,,,,,
1984-08-31,40.220040594580169,23.533817697635051,-0.69390209559537508,31.460577564015189,82.236098326588262,27.644074505424062
1984-11-30,-8.5884060029295934,37.872757191635856,-0.24849765632166854,44.060236024032243,84.031485975405289,22.729725473985567
1985-02-28,-27.2831963852007,30.114284168801355,1.0986879135539713,33.725853423315733,80.458628957922144,18.836711757198362
1985-05-31,22.725897686128025,33.969905045066724,-0.63070279282662045,41.93023126095661,85.812193917232733,27.827220221143154
1985-08-31,41.596434113656379,31.957889949568468,-2.3375458733148515,47.273867004272454,80.525581090020765,29.223275846345846
1985-11-30,-9.3753133677424518,34.452330763091048,-0.54808588016047444,40.57998070138796,83.02634832292614,19.911631447240872
1986-02-28,-28.236877754762173,29.663905111231486,1.240313457765305,34.049334371979825,81.780294854178734,18.122081647658181
1986-05-31,21.519290208404048,32.135164073143621,0.052914257471594006,40.313199544550699,85.544274059115708,25.884124817289791
1986-08-31,41.786424093094929,28.866409647711862,-1.676975727729805,44.484607082106422,80.100614402637376,29.238344166054645
1986-11-30,-6.507753056917033,37.277668307839107,-0.18108089770984498,41.565914243201362,84.783598285384613,21.085112168197409
1987-02-28,-29.320851260365679,27.392623664051818,1.5767568124557276,31.308728602443932,82.503030778156969,16.895329064128418
1987-05-31,20.219535123221632,27.918868633003949,0.54527633409883303,29.818910363061768,87.480161792119517,23.765844306019229
1987-08-31,38.54403032028781,20.021570541698534,0.25204925953276774,24.071193519981254,84.12291703988852,25.724989694101044
1987-11-30,-10.007354009613758,25.550469995093998,1.5585632384190449,19.22163439461691,85.716888391500433,23.705139317414815
1988-02-29,-30.10588983196023,20.639160424236692,1.9558585408598457,15.781298460721429,81.139363987939305,20.977936142802481
1988-05-31,20.680685224667133,25.899454243790302,0.89632460030249461,23.284435197256688,86.113626220147069,25.617499486462581
1988-08-31,36.2269930631279,20.557845844670695,-1.9734730736608292,24.640249252318871,79.724538956543995,24.444059574209149
1988-11-30,-11.684588133859759,25.207862864672581,2.2287797544328547,19.565536010253076,83.527260744475242,21.306585911072851
1989-02-28,-26.35812914011537,21.08582833605773,3.5858612398970307,16.638360545394491,77.51584773993504,19.969969900722237
1989-05-31,24.571362407000727,28.565853774025399,-0.22790225442519862,29.498851853555475,83.155651080086912,25.778473297947173
1989-08-31,35.340875433858031,22.729494568746826,-4.1495145418944208,28.306246957986303,82.428072557305711,25.623559869133462
1989-11-30,-15.693561305918521,25.919633663659724,4.8289318497272271,22.916351142280984,84.711634716135677,24.069239047103952
1990-02-28,-24.736463707791447,23.304812582163663,5.9095213631575891,18.362676777310231,80.326780987902481,22.062476552089638
1990-05-31,27.8498976049292,28.982450690749712,-3.1856543587978403,30.215133414347015,83.290583586634725,26.680113232590681
1990-08-31,33.01674273431243,24.41586414015406,-7.0199075680797511,29.259949173001406,84.768792765511009,25.088744513019108
1990-11-30,-19.123749289806174,23.75577203256951,7.7696968263101516,20.332098855886326,85.246711193395583,20.111663267946934
1991-02-28,-21.152378214130565,22.463346320529457,8.7319549810777914,16.412164361317547,83.043448212666533,19.53495827960969
1991-05-31,31.09048862697858,28.241669630354295,-8.4773175753810595,29.565403876521369,82.898201349777764,24.872763680586353
1991-08-31,33.097175954553933,29.98255156132381,-9.6766657327388259,36.222856581445512,86.601631200530633,29.895134983203558
1991-11-30,-11.90577222236495,24.608802090344291,14.29373523931131,17.811657717743028,85.597940068911953,29.157639149314463
1992-02-29,-11.759196356192721,23.699053281009199,4.4258695137528337,18.098478538213207,86.790170589414799,27.886838107394926
1992-05-31,25.104050187537265,27.816695452255011,-19.608293008314845,20.558350384811195,88.844317914288922,22.56685379967492
1992-08-31,25.142607921334299,30.455157296888913,-10.110123948861515,21.059357545496557,93.908332773944281,22.890726961989678
1992-11-30,-6.3547978100578346,29.450679107578942,9.0725951350709231,17.719746605147922,92.596173565956448,24.363005104507341
1993-02-28,,,,,,
1993-05-31,,,,,,
1993-08-31,,,,,,
1993-11-30,,,,,,
1994-02-28,,,,,,
1994-05-31,38.17961897466693,40.440782897708033,5.2302017790495743,51.049789796001377,85.224059925834212,28.591796859705617
1994-08-31,30.347746691812681,30.855445210207638,-12.993125394462364,43.54681690940258,95.925190333197762,25.675039900424867
1994-11-30,-35.987780647008648,25.864714726297564,12.124195227486641,32.431823559803277,89.473461381832763,21.872944945316917
