time,b_g,b_g_std,b_s,b_s_std,b_m,b_m_std
1977-08-31,,,,,,
1977-11-30,-9.5721821900906061,42.697859250490247,-1.572217773060089,50.112746497761144,88.622074348344285,22.158637775900004
1978-02-28,-26.670558033365978,41.29978660688726,-1.3919536163731885,46.055728446845471,80.144007582596828,16.747373270585047
1978-05-31,17.82142730353679,47.504985405803566,-1.4396899298769308,58.56450650519912,78.096941317697173,29.596673828672063
1978-08-31,34.043568966075419,41.592395302538158,-1.7783476118074248,57.475024065092022,74.404233616091858,32.910936066917401
1978-11-30,-9.6388785796955787,44.916220174567364,-1.5704258421185588,52.008670105349687,80.813786335886689,19.30209560814216
1979-02-28,,,,,,
1979-05-31,13.073331159629786,42.827648652230756,-4.3465595901344507,50.983642224785214,70.319034053609499,26.167314897152885
1979-08-31,30.30772334820324,36.568925475827776,-5.2317273573869745,49.60088616049125,69.279642275625704,31.246602785705445
1979-11-30,-9.8712164823449182,39.087609850364316,-2.7187449530439034,44.107486897602762,74.617873362050545,20.434597385507686
1980-02-29,-27.5220027267234,34.25415068556272,0.14777054176192744,39.232979703239138,78.627626030095641,16.709334984970056
1980-05-31,17.942598897464904,34.729649385442542,-4.7141946593531729,43.938576939215459,76.218263722178179,24.053005627916338
1980-08-31,30.413610864958894,33.766001499577115,-5.2299822189572565,47.347574433923775,72.129353561257645,28.568665391593278
1980-11-30,-10.508230989842653,38.430000765806987,-2.3303462049564851,42.4856093914997,77.481701223479376,20.087866339565714
1981-02-28,-26.176072622120198,34.478582538366574,-1.2504559393627388,38.409947848395895,75.179374807266484,15.836929390279856
1981-05-31,19.044081011197306,42.951249820321088,-3.4494972002853417,52.105045667266559,73.311929958983114,28.462503022710397
1981-08-31,31.428112560454771,36.214111789319148,-4.9241015054393511,49.280443055671142,70.101194304287034,31.42770513140513
1981-11-30,-10.991326443554977,41.932578349803059,-3.1033909311101215,45.509385947871195,79.746385382825153,21.875424143276053
1982-02-28,-24.637021646900891,38.03994001919235,-0.15187286322470009,40.168629872052833,80.362975989161654,18.190322506198953
1982-05-31,20.224274547129767,42.414563869629674,-5.4607763716518791,50.443628941497508,80.491804054226819,29.017141695386357
1982-08-31,34.382997108882556,42.119513796133624,-8.8644541078621995,54.841149530615418,77.947421008587824,34.15406974528026
1982-11-30,-13.802989967556838,41.672488464714483,-2.0642178292282152,45.27694746782565,84.514187099189527,25.563198299808917
1983-02-28,,,,,,
1983-05-31,,,,,,
