time,b_g,b_g_std,b_s,b_s_std,b_m,b_m_std
2001-08-31,,,,,,
2001-11-30,,,,,,
2002-02-28,,,,,,
2002-05-31,,,,,,
2002-08-31,,,,,,
2002-11-30,,,,,,
2003-02-28,-19.718218542156542,33.131494127366032,-1.5009357567984714,38.042114520685665,77.340727507417171,19.129764662121733
2003-05-31,25.456890801593499,40.921985004281794,-0.88617447323210874,53.807122371085661,79.503855842837197,27.257516660898141
2003-08-31,43.538673757486698,38.930075133339656,-0.13183803729898971,58.21937503777653,76.534427172933334,31.28434130892661
2003-11-30,-4.8200438723424028,40.944620784508174,-2.2649621592745568,48.704481481869465,81.026097144935136,20.626382487535775
2004-02-29,-24.894982097913704,33.879142675299981,-1.8485478602427619,41.132208591636569,77.127230359613392,13.946960432773226
2004-05-31,22.902667117094783,35.581411659727934,-1.6342427828452943,47.156881651051982,80.666884133349654,23.27490798662156
2004-08-31,39.864822782863904,33.247299661400675,-0.83276266489007167,49.955477560594687,78.312381002434748,26.007519712337764
2004-11-30,-5.4435433640774402,37.819615933440581,-0.74540648217298144,44.246308224255948,84.786676386849294,18.208573904587951
2005-02-28,-25.656831467281258,34.079175694301846,-1.259002155452875,41.139137180925566,79.824880846955566,16.14220910239262
2005-05-31,26.686907498656012,37.204449560555808,-1.0067961873813802,49.887874543114719,82.117124037726043,26.036722855370609
2005-08-31,41.861643000501864,34.899847387360431,-1.0354597314711791,51.665451079628461,78.808686691723238,28.498051049593425
2005-11-30,-8.2540385887999879,37.493602305941536,-0.15190036461352868,43.580804854447102,82.886608081448585,17.151614912587526
2006-02-28,-28.868952067830843,29.552148108297427,-0.38953923752023434,37.016408477932458,81.746781994667515,13.702695808076424
2006-05-31,21.734467212561089,34.564851837655077,-0.53106774324765305,44.806128852867857,85.479292463388688,23.03181746915357
2006-08-31,40.244806286112784,30.054077467833945,-0.77258172130661551,46.237742813716117,81.584560244418157,25.25543971350627
2006-11-30,-10.998234368010127,34.539582736980087,-0.25506209874385294,40.531508315888033,84.282740197271394,16.982395437648499
2007-02-28,-28.694634433840836,30.764634902171572,-0.9907175879951241,39.034951552719455,82.727642602765471,13.626958311750391
2007-05-31,21.722970128116895,33.749374086645055,-0.9829003975639774,44.120641875872124,85.383649643411204,21.452200367247471
2007-08-31,39.483822423402337,28.717084529472618,-1.2926424549550055,44.419229630547669,81.672114436279287,24.150879775458669
2007-11-30,-9.6646468057041286,33.265283419131123,-0.409342194245922,39.748328886474233,86.978369218610354,15.508774799634507
2008-02-29,-27.698799442785685,28.93423936847471,-1.1057840473363845,37.446163892942373,82.478849604566221,11.758129304908591
2008-05-31,22.099516505447475,33.130345827316845,-0.19338024211951599,43.100483991042104,84.790736171885939,20.06740493525399
2008-08-31,39.132010325331997,28.033384037058546,-0.88121519104620993,43.258239081974423,83.365540836691594,22.705898905321774
2008-11-30,-9.8843428725452078,32.381343449945149,0.077287429827600743,38.792895861066029,87.479736839101477,13.613531556380257
2009-02-28,-30.614756073807797,26.233447271813986,-1.0001482783381483,35.080269401316244,83.15456692801402,10.300034733332973
2009-05-31,17.60468964828582,28.717786514928648,-0.50722138090144808,38.605925005025377,88.327354638938672,17.703599482833322
2009-08-31,38.137234848167012,26.749259515906406,-1.5212999948229251,41.394301106925326,83.244624636596583,21.136522138963599
2009-11-30,-7.5855465355284268,30.757255409157981,-0.32214467486997611,36.846727724036917,88.789022455133917,14.037784015219453
2010-02-28,-29.856065578890487,26.453084817837986,-0.092066802146740373,34.497351085872872,84.332894087540041,10.769590853227429
2010-05-31,19.718443209162992,31.73042385507798,-1.0420124944937854,40.82267442687985,84.356511201874582,20.675170777191656
2010-08-31,37.944448718071314,27.345920072955654,-2.2349970375902588,41.867197551284306,81.777676093107729,22.709307734997694
